phase,source,lane,group,kclass,start_us,dur_us
prefill_captured,golden,compute,moe,router,4988.865,5.056
prefill_captured,golden,memory,backbone,elementwise,4990.433,4.288
prefill_captured,golden,comm,comm,all_reduce,4994.889,1.696
prefill_captured,golden,comm,comm,all_reduce,4996.662,22.401
prefill_captured,golden,memory,backbone,elementwise,5019.84,2.591
prefill_captured,golden,compute,backbone,dense_gemm,5022.432,6.464
prefill_captured,golden,compute,backbone,dense_gemm,5027.712,4.192
prefill_captured,golden,compute,backbone,dense_gemm,5031.2,2.496
prefill_captured,golden,memory,backbone,elementwise,5033.779,4.928
prefill_captured,golden,memory,backbone,gdn_mamba,5039.058,6.048
prefill_captured,golden,memory,backbone,gdn_mamba,5045.534,2.56
prefill_captured,golden,memory,backbone,elementwise,5048.544,1.728
prefill_captured,golden,memory,backbone,elementwise,5050.829,7.521
prefill_captured,golden,memory,backbone,elementwise,5058.998,1.696
prefill_captured,golden,memory,backbone,elementwise,5061.274,2.368
prefill_captured,golden,memory,backbone,gdn_mamba,5063.978,2.176
prefill_captured,golden,memory,backbone,gdn_mamba,5066.612,4.576
prefill_captured,golden,memory,backbone,elementwise,5077.39,1.6
prefill_captured,golden,memory,backbone,gdn_mamba,5093.655,13.344
prefill_captured,golden,memory,backbone,gdn_mamba,5124.402,5.312
prefill_captured,golden,memory,backbone,gdn_mamba,5153.487,9.984
prefill_captured,golden,memory,backbone,gdn_mamba,5180.157,5.185
prefill_captured,golden,memory,backbone,elementwise,5201.692,1.856
prefill_captured,golden,memory,backbone,elementwise,5206.852,7.04
prefill_captured,golden,memory,backbone,elementwise,5246.668,1.376
prefill_captured,golden,memory,backbone,elementwise,5248.128,4.128
prefill_captured,golden,memory,backbone,elementwise,5252.401,1.568
prefill_captured,golden,compute,backbone,dense_gemm,5254.122,4.736
prefill_captured,golden,comm,comm,all_reduce,5258.934,22.401
prefill_captured,golden,compute,moe,shared_expert,5410.725,2.496
prefill_captured,golden,compute,backbone,dense_gemm,5413.373,5.056
prefill_captured,golden,compute,backbone,dense_gemm,5413.629,8.576
prefill_captured,golden,compute,moe,router,5421.149,8.064
prefill_captured,golden,compute,moe,shared_expert,5422.685,1.76
prefill_captured,golden,compute,backbone,dense_gemm,5424.477,4.48
prefill_captured,golden,compute,backbone,dense_gemm,5428.221,4.128
prefill_captured,golden,compute,moe,moe_gemm,5429.053,24.704
prefill_captured,golden,compute,backbone,dense_gemm,5447.901,2.624
prefill_captured,golden,memory,backbone,elementwise,5451.293,1.76
prefill_captured,golden,compute,moe,moe_gemm,5451.965,13.44
prefill_captured,golden,memory,backbone,elementwise,5462.589,4.832
prefill_captured,golden,compute,moe,router,5463.741,4.448
prefill_captured,golden,comm,comm,all_reduce,5468.327,1.536
prefill_captured,golden,comm,comm,all_reduce,5469.947,22.401
prefill_captured,golden,memory,backbone,elementwise,5493.263,2.56
prefill_captured,golden,compute,backbone,dense_gemm,5495.727,6.4
prefill_captured,golden,compute,backbone,dense_gemm,5500.815,4.544
prefill_captured,golden,compute,backbone,dense_gemm,5504.303,2.816
prefill_captured,golden,memory,backbone,elementwise,5507.195,1.792
prefill_captured,golden,memory,backbone,gdn_mamba,5509.689,6.464
prefill_captured,golden,memory,backbone,gdn_mamba,5516.489,2.496
prefill_captured,golden,memory,backbone,elementwise,5519.443,1.728
prefill_captured,golden,memory,backbone,elementwise,5521.728,7.712
prefill_captured,golden,memory,backbone,elementwise,5530.042,1.696
prefill_captured,golden,memory,backbone,elementwise,5532.318,2.368
prefill_captured,golden,memory,backbone,gdn_mamba,5535.022,2.144
prefill_captured,golden,memory,backbone,gdn_mamba,5537.631,4.832
prefill_captured,golden,memory,backbone,elementwise,5542.776,1.632
prefill_captured,golden,memory,backbone,gdn_mamba,5546.224,13.281
prefill_captured,golden,memory,backbone,gdn_mamba,5576.961,5.28
prefill_captured,golden,memory,backbone,gdn_mamba,5607.48,10.016
prefill_captured,golden,memory,backbone,gdn_mamba,5634.411,5.184
prefill_captured,golden,memory,backbone,elementwise,5654.938,1.888
prefill_captured,golden,memory,backbone,elementwise,5660.007,6.976
prefill_captured,golden,memory,backbone,elementwise,5699.157,1.216
prefill_captured,golden,memory,backbone,elementwise,5700.488,4.096
prefill_captured,golden,memory,backbone,elementwise,5704.66,1.728
prefill_captured,golden,compute,backbone,dense_gemm,5706.548,4.832
prefill_captured,golden,comm,comm,all_reduce,5711.457,22.401
prefill_captured,golden,compute,moe,shared_expert,5879.155,2.528
prefill_captured,golden,compute,backbone,dense_gemm,5881.835,5.088
prefill_captured,golden,compute,backbone,dense_gemm,5882.059,8.704
prefill_captured,golden,compute,moe,router,5889.611,8.033
prefill_captured,golden,compute,moe,shared_expert,5891.403,1.793
prefill_captured,golden,compute,backbone,dense_gemm,5893.548,4.576
prefill_captured,golden,compute,backbone,dense_gemm,5897.58,3.968
prefill_captured,golden,compute,moe,moe_gemm,5897.612,22.048
prefill_captured,golden,compute,backbone,dense_gemm,5915.18,2.656
prefill_captured,golden,compute,moe,moe_gemm,5917.612,11.712
prefill_captured,golden,memory,backbone,elementwise,5927.532,1.824
prefill_captured,golden,compute,moe,router,5928.428,3.168
prefill_captured,golden,memory,backbone,elementwise,5929.964,4.256
prefill_captured,golden,comm,comm,all_reduce,5934.388,1.504
prefill_captured,golden,comm,comm,all_reduce,5935.976,22.401
prefill_captured,golden,memory,backbone,elementwise,5960.399,2.624
prefill_captured,golden,compute,backbone,dense_gemm,5962.927,6.752
prefill_captured,golden,compute,backbone,dense_gemm,5968.623,4.288
prefill_captured,golden,compute,backbone,dense_gemm,5972.111,2.624
prefill_captured,golden,memory,backbone,elementwise,5974.818,1.952
prefill_captured,golden,memory,backbone,gdn_mamba,5977.182,6.209
prefill_captured,golden,memory,backbone,gdn_mamba,5983.704,2.528
prefill_captured,golden,memory,backbone,elementwise,5986.675,1.728
prefill_captured,golden,memory,backbone,elementwise,5988.967,8.0
prefill_captured,golden,memory,backbone,elementwise,5997.501,1.664
prefill_captured,golden,memory,backbone,elementwise,5999.753,2.336
prefill_captured,golden,memory,backbone,gdn_mamba,6002.432,2.176
prefill_captured,golden,memory,backbone,gdn_mamba,6005.066,4.864
prefill_captured,golden,memory,backbone,elementwise,6010.235,1.632
prefill_captured,golden,memory,backbone,gdn_mamba,6012.455,13.408
prefill_captured,golden,memory,backbone,gdn_mamba,6033.034,5.312
prefill_captured,golden,memory,backbone,gdn_mamba,6062.082,9.92
prefill_captured,golden,memory,backbone,gdn_mamba,6088.192,5.216
prefill_captured,golden,memory,backbone,elementwise,6108.286,1.888
prefill_captured,golden,memory,backbone,elementwise,6113.294,6.848
prefill_captured,golden,memory,backbone,elementwise,6155.322,2.72
prefill_captured,golden,memory,backbone,elementwise,6158.119,4.128
prefill_captured,golden,memory,backbone,elementwise,6162.323,1.632
prefill_captured,golden,compute,backbone,dense_gemm,6164.077,4.384
prefill_captured,golden,comm,comm,all_reduce,6168.537,22.401
prefill_captured,golden,compute,moe,shared_expert,6340.05,2.4
prefill_captured,golden,compute,backbone,dense_gemm,6342.527,4.8
prefill_captured,golden,compute,backbone,dense_gemm,6342.751,8.256
prefill_captured,golden,compute,moe,router,6350.271,7.68
prefill_captured,golden,compute,moe,shared_expert,6351.455,1.632
prefill_captured,golden,compute,backbone,dense_gemm,6353.247,4.224
prefill_captured,golden,compute,backbone,dense_gemm,6356.799,4.256
prefill_captured,golden,compute,moe,moe_gemm,6357.887,22.816
prefill_captured,golden,compute,backbone,dense_gemm,6373.983,2.656
prefill_captured,golden,memory,backbone,elementwise,6377.279,1.76
prefill_captured,golden,compute,moe,moe_gemm,6378.623,13.056
prefill_captured,golden,memory,backbone,elementwise,6388.959,5.408
prefill_captured,golden,compute,moe,router,6390.367,4.128
prefill_captured,golden,comm,comm,all_reduce,6394.739,1.696
prefill_captured,golden,comm,comm,all_reduce,6396.511,22.401
prefill_captured,golden,memory,backbone,elementwise,6420.415,2.529
prefill_captured,golden,compute,backbone,dense_gemm,6423.096,6.112
prefill_captured,golden,memory,backbone,elementwise,6429.285,1.504
prefill_captured,golden,memory,backbone,elementwise,6430.865,1.888
prefill_captured,golden,memory,backbone,elementwise,6432.837,2.848
prefill_captured,golden,compute,backbone,attention,6436.135,3.168
prefill_captured,golden,compute,backbone,attention,6439.379,10.752
prefill_captured,golden,memory,backbone,elementwise,6450.826,1.536
prefill_captured,golden,compute,backbone,dense_gemm,6452.674,4.864
prefill_captured,golden,comm,comm,all_reduce,6457.615,22.401
prefill_captured,golden,compute,moe,shared_expert,6517.637,2.496
prefill_captured,golden,compute,backbone,dense_gemm,6520.247,4.864
prefill_captured,golden,compute,backbone,dense_gemm,6520.503,8.192
prefill_captured,golden,compute,moe,router,6527.959,7.936
prefill_captured,golden,compute,moe,shared_expert,6529.143,1.632
prefill_captured,golden,compute,backbone,dense_gemm,6530.935,4.448
prefill_captured,golden,compute,backbone,dense_gemm,6534.391,3.808
prefill_captured,golden,compute,moe,moe_gemm,6535.991,21.28
prefill_captured,golden,compute,backbone,dense_gemm,6550.743,3.712
prefill_captured,golden,memory,backbone,elementwise,6554.935,1.728
prefill_captured,golden,compute,moe,moe_gemm,6555.447,14.112
prefill_captured,golden,memory,backbone,elementwise,6567.383,4.832
prefill_captured,golden,compute,moe,router,6568.343,4.128
prefill_captured,golden,comm,comm,all_reduce,6572.639,1.696
prefill_captured,golden,comm,comm,all_reduce,6574.411,22.401
prefill_captured,golden,memory,backbone,elementwise,6597.529,2.656
prefill_captured,golden,compute,backbone,dense_gemm,6600.193,6.528
prefill_captured,golden,compute,backbone,dense_gemm,6605.441,4.16
prefill_captured,golden,compute,backbone,dense_gemm,6608.993,2.4
prefill_captured,golden,memory,backbone,elementwise,6611.469,5.216
prefill_captured,golden,memory,backbone,gdn_mamba,6617.029,6.368
prefill_captured,golden,memory,backbone,gdn_mamba,6623.748,2.336
prefill_captured,golden,memory,backbone,elementwise,6626.503,1.728
prefill_captured,golden,memory,backbone,elementwise,6628.803,7.648
prefill_captured,golden,memory,backbone,elementwise,6636.993,2.048
prefill_captured,golden,memory,backbone,elementwise,6639.529,2.464
prefill_captured,golden,memory,backbone,gdn_mamba,6642.382,2.144
prefill_captured,golden,memory,backbone,gdn_mamba,6644.992,4.768
prefill_captured,golden,memory,backbone,elementwise,6650.164,1.344
prefill_captured,golden,memory,backbone,gdn_mamba,6652.157,13.217
prefill_captured,golden,memory,backbone,gdn_mamba,6674.926,5.408
prefill_captured,golden,memory,backbone,gdn_mamba,6705.199,9.984
prefill_captured,golden,memory,backbone,gdn_mamba,6732.044,5.44
prefill_captured,golden,memory,backbone,elementwise,6753.857,2.176
prefill_captured,golden,memory,backbone,elementwise,6759.245,6.624
prefill_captured,golden,memory,backbone,elementwise,6798.577,1.504
prefill_captured,golden,memory,backbone,elementwise,6800.165,4.128
prefill_captured,golden,memory,backbone,elementwise,6804.4,1.44
prefill_captured,golden,compute,backbone,dense_gemm,6805.954,4.448
prefill_captured,golden,comm,comm,all_reduce,6810.479,22.401
prefill_captured,golden,compute,moe,shared_expert,6994.268,2.368
prefill_captured,golden,compute,backbone,dense_gemm,6996.704,4.832
prefill_captured,golden,compute,backbone,dense_gemm,6996.992,8.384
prefill_captured,golden,compute,moe,router,7004.512,7.904
prefill_captured,golden,compute,moe,shared_expert,7005.824,1.792
prefill_captured,golden,compute,backbone,dense_gemm,7007.744,4.512
prefill_captured,golden,compute,backbone,dense_gemm,7011.456,4.64
prefill_captured,golden,compute,moe,moe_gemm,7012.608,20.928
prefill_captured,golden,compute,backbone,dense_gemm,7027.648,2.368
prefill_captured,golden,memory,backbone,elementwise,7030.912,1.76
prefill_captured,golden,compute,moe,moe_gemm,7031.744,13.44
prefill_captured,golden,memory,backbone,elementwise,7043.2,5.28
prefill_captured,golden,compute,moe,router,7044.16,3.744
prefill_captured,golden,comm,comm,all_reduce,7048.686,1.664
prefill_captured,golden,comm,comm,all_reduce,7050.465,22.401
prefill_captured,golden,memory,backbone,elementwise,7073.163,2.497
prefill_captured,golden,compute,backbone,dense_gemm,7075.596,6.688
prefill_captured,golden,compute,backbone,dense_gemm,7080.972,4.192
prefill_captured,golden,compute,backbone,dense_gemm,7084.268,2.688
prefill_captured,golden,memory,backbone,elementwise,7087.032,1.76
prefill_captured,golden,memory,backbone,gdn_mamba,7089.517,6.272
prefill_captured,golden,memory,backbone,gdn_mamba,7096.14,2.368
prefill_captured,golden,memory,backbone,elementwise,7098.92,1.728
prefill_captured,golden,memory,backbone,elementwise,7101.22,7.648
prefill_captured,golden,memory,backbone,elementwise,7109.41,2.048
prefill_captured,golden,memory,backbone,elementwise,7111.946,2.464
prefill_captured,golden,memory,backbone,gdn_mamba,7114.799,2.112
prefill_captured,golden,memory,backbone,gdn_mamba,7117.384,4.64
prefill_captured,golden,memory,backbone,elementwise,7122.459,1.376
prefill_captured,golden,memory,backbone,gdn_mamba,7124.484,13.184
prefill_captured,golden,memory,backbone,gdn_mamba,7138.187,5.376
prefill_captured,golden,memory,backbone,gdn_mamba,7164.46,9.984
prefill_captured,golden,memory,backbone,gdn_mamba,7190.741,5.408
prefill_captured,golden,memory,backbone,elementwise,7211.812,2.176
prefill_captured,golden,memory,backbone,elementwise,7217.155,7.04
prefill_captured,golden,memory,backbone,elementwise,7257.009,1.281
prefill_captured,golden,memory,backbone,elementwise,7258.367,3.968
prefill_captured,golden,memory,backbone,elementwise,7262.426,1.568
prefill_captured,golden,compute,backbone,dense_gemm,7264.132,4.544
prefill_captured,golden,comm,comm,all_reduce,7268.752,22.401
prefill_captured,golden,compute,moe,shared_expert,7447.872,2.368
prefill_captured,golden,compute,backbone,dense_gemm,7450.316,5.024
prefill_captured,golden,compute,backbone,dense_gemm,7450.604,8.672
prefill_captured,golden,compute,moe,router,7458.124,7.872
prefill_captured,golden,compute,moe,shared_expert,7459.756,1.792
prefill_captured,golden,compute,backbone,dense_gemm,7461.708,4.768
prefill_captured,golden,compute,backbone,dense_gemm,7465.868,3.744
prefill_captured,golden,compute,moe,moe_gemm,7465.9,26.336
prefill_captured,golden,compute,backbone,dense_gemm,7486.924,3.072
prefill_captured,golden,memory,backbone,elementwise,7490.444,2.208
prefill_captured,golden,compute,moe,moe_gemm,7490.668,13.376
prefill_captured,golden,memory,backbone,elementwise,7501.772,5.024
prefill_captured,golden,compute,moe,router,7502.988,3.904
prefill_captured,golden,comm,comm,all_reduce,7507.189,1.664
prefill_captured,golden,comm,comm,all_reduce,7508.976,17.984
prefill_captured,golden,memory,backbone,elementwise,7527.036,2.561
prefill_captured,golden,compute,backbone,dense_gemm,7529.635,6.72
prefill_captured,golden,compute,backbone,dense_gemm,7535.075,4.16
prefill_captured,golden,compute,backbone,dense_gemm,7538.659,2.464
prefill_captured,golden,memory,backbone,elementwise,7541.161,1.824
prefill_captured,golden,memory,backbone,gdn_mamba,7543.664,6.208
prefill_captured,golden,memory,backbone,gdn_mamba,7550.269,2.304
prefill_captured,golden,memory,backbone,elementwise,7553.0,1.728
prefill_captured,golden,memory,backbone,elementwise,7555.293,7.776
prefill_captured,golden,memory,backbone,elementwise,7563.588,2.048
prefill_captured,golden,memory,backbone,elementwise,7566.124,2.464
prefill_captured,golden,memory,backbone,gdn_mamba,7568.977,2.208
prefill_captured,golden,memory,backbone,gdn_mamba,7571.635,4.832
prefill_captured,golden,memory,backbone,elementwise,7576.856,1.344
prefill_captured,golden,memory,backbone,gdn_mamba,7578.856,13.184
prefill_captured,golden,memory,backbone,gdn_mamba,7592.315,5.376
prefill_captured,golden,memory,backbone,gdn_mamba,7611.966,9.92
prefill_captured,golden,memory,backbone,gdn_mamba,7638.305,5.44
prefill_captured,golden,memory,backbone,elementwise,7661.606,2.176
prefill_captured,golden,memory,backbone,elementwise,7667.177,7.008
prefill_captured,golden,memory,backbone,elementwise,7706.878,2.592
prefill_captured,golden,memory,backbone,elementwise,7709.546,4.0
